,latitude,longitude,geoname_id,location_type_name,location_type_code,location_details
1550,-17.784,31.053,8468807,university,UNIV,"Harare, Zimbabwe"
1551,-17.82772,31.05337,890299,capital of a political entity,PPLC,
1552,,,2464461,independent political entity,PCLI,
1553,,,2275384,independent political entity,PCLI,
1554,0.51528,25.19099,212730,seat of a first-order administrative division,PPLA,"Kisangani, Orientale"
1555,,,203312,independent political entity,PCLI,
1556,-19.33018,48.97791,1054257,populated place,PPL,"Ambovombe, Mahitsy, Sambava, Vatomandry"
1557,-23.16667,47.41667,1061959,populated place,PPL,"Ambovombe, Mahitsy, Sambava, Vatomandry"
1558,-14.26667,50.16667,1056899,seat of a first-order administrative division,PPLA,"Ambovombe, Mahitsy, Sambava, Vatomandry"
1559,-25.17838,46.08722,1079048,seat of a first-order administrative division,PPLA,"Ambovombe, Mahitsy, Sambava, Vatomandry"
1560,,,1062947,independent political entity,PCLI,"Ambovombe, Mahitsy, Sambava, Vatomandry"
1561,,,1062947,independent political entity,PCLI,
1562,-4.46268,15.34701,2312102,populated place,PPL,
1563,,,203312,independent political entity,PCLI,
1564,11.58901,43.14503,223817,capital of a political entity,PPLC,
1565,,,223816,independent political entity,PCLI,
1566,,,223816,independent political entity,PCLI,
1567,,,895949,independent political entity,PCLI,
1568,,,223816,independent political entity,PCLI,
1569,-16.7,31.2,886843,first-order administrative division,ADM1,"Grace Mugabe Foundation Primary School, Mazowe, Zimbabwe"
1570,-17.2808,30.93231,886383,second-order administrative division,ADM2,"Grace Mugabe Foundation Primary School, Mazowe, Zimbabwe"
1571,11.52222,42.84194,225037,seat of a first-order administrative division,PPLA,Arta
1572,,,878675,independent political entity,PCLI,
1573,,,934292,independent political entity,PCLI,
1574,-20.2275,57.4925,934347,populated place,PPL,EbÍÎne
1575,-20.24494,57.49163,1106748,populated place,PPL,EbÍÎne
1576,-20.22473,57.49658,8533108,radio station,STNR,EbÍÎne
1577,,,878675,independent political entity,PCLI,
1578,-20.47611,57.55194,1106707,populated place,PPL,
1579,-20.13722,57.5025,933972,stream,STM,
1580,,,934292,independent political entity,PCLI,
1581,-17.82772,31.05337,890299,capital of a political entity,PPLC,
1582,-17.82772,31.05337,890299,capital of a political entity,PPLC,"Gwebi Agricultural College, Zimbabwe"
1583,-17.68333,30.86667,890483,college,SCHC,"Gwebi Agricultural College, Zimbabwe"
1584,,,2287781,independent political entity,PCLI,
1585,-17.82772,31.05337,890299,capital of a political entity,PPLC,"Mashambanzou Care Trust, Harare, Zimbabwe"
1586,-17.90758,31.00061,8533063,clinic,HSPC,"Mashambanzou Care Trust, Harare, Zimbabwe"
1587,-17.88056,30.97444,1085503,section of populated place,PPLX,"Willowvale, Harare, Zimbabwe"
1588,,,878675,independent political entity,PCLI,"Willowvale, Harare, Zimbabwe"
1589,,,934292,independent political entity,PCLI,
1590,,,934292,independent political entity,PCLI,
1591,-20.16667,57.525,934153,first-order administrative division,ADM1,Port Louis
1592,-20.25,57.56667,934275,first-order administrative division,ADM1,Port Louis
1593,-20.23333,57.71667,934522,first-order administrative division,ADM1,Port Louis
1594,-20.22611,57.73611,1106660,populated place,PPL,Port Louis
1595,-20.24494,57.49163,1106748,populated place,PPL,Port Louis
1596,-20.18694,57.4875,1106802,populated place,PPL,Port Louis
1597,-20.20619,57.48553,8533136,populated place,PPL,Port Louis
1598,-20.22833,57.54389,933933,populated place,PPL,Port Louis
1599,-20.12611,57.52444,933974,populated place,PPL,Port Louis
1600,-20.02083,57.57222,933998,populated place,PPL,Port Louis
1601,-20.2275,57.4925,934347,populated place,PPL,Port Louis
1602,-20.06444,57.62583,934511,populated place,PPL,Port Louis
1603,-20.16194,57.49889,934154,capital of a political entity,PPLC,Port Louis
1604,-20.18972,57.71444,934631,seat of a first-order administrative division,PPLA,Port Louis
1605,-20.15722,57.48528,934639,harbor(s),HBR,Port Louis
1606,-20.19443,57.48339,8533135,road junction,RDJCT,Port Louis
1607,-18.30404,31.19832,887854,populated place,PPL,"Mahusekwa, Mashonaland East, Zimbabwe"
1608,-17.82772,31.05337,890299,capital of a political entity,PPLC,"Chiwaridzo Primary School , Bindura, Zimbabwe"
1609,-17.30192,31.33056,895061,seat of a first-order administrative division,PPLA,"Chiwaridzo Primary School , Bindura, Zimbabwe"
1610,-17.83028,30.98222,879233,section of populated place,PPLX,"Chiwaridzo Primary School , Bindura, Zimbabwe"
1611,-17.68333,30.86667,890483,college,SCHC,
1612,,,878675,independent political entity,PCLI,
1613,-20.16301,57.50457,8533109,office building,BLDO,
1614,,,934292,independent political entity,PCLI,
1615,,,934292,independent political entity,PCLI,
1616,,,934292,independent political entity,PCLI,
1617,,,934292,independent political entity,PCLI,
1618,-20.16301,57.50457,8533109,office building,BLDO,
1619,,,934292,independent political entity,PCLI,
1620,-20.16194,57.49889,934154,capital of a political entity,PPLC,
1621,,,934292,independent political entity,PCLI,
1622,,,934292,independent political entity,PCLI,
1623,,,934292,independent political entity,PCLI,
1624,-20.16194,57.49889,934154,capital of a political entity,PPLC,
1625,-20.22869,57.48757,8533110,building(s),BLDG,
1626,,,934292,independent political entity,PCLI,
1627,-20.16418,57.50515,8533111,office building,BLDO,
1628,,,934292,independent political entity,PCLI,
1629,13.51366,2.1098,2440485,capital of a political entity,PPLC,
1630,,,2440476,independent political entity,PCLI,
1631,,,2440476,independent political entity,PCLI,
1632,-20.24494,57.49163,1106748,populated place,PPL,EbÍÎne
1633,-20.22473,57.49658,8533108,radio station,STNR,EbÍÎne
1634,-20.24194,57.47,934069,populated place,PPL,Rose-Hill
1635,-20.23988,57.47159,8533112,theater,THTR,Rose-Hill
1636,-18.30404,31.19832,887854,populated place,PPL,
1637,-17.82772,31.05337,890299,capital of a political entity,PPLC,
1638,-17.30192,31.33056,895061,seat of a first-order administrative division,PPLA,
1639,-17.68333,30.86667,890483,college,SCHC,
1640,,,878675,independent political entity,PCLI,
1641,-19.0147,29.75026,8533089,industrial area,INDS,
1642,,,878675,independent political entity,PCLI,
1643,-20.16194,57.49889,934154,capital of a political entity,PPLC,
1644,-20.16895,57.51031,8533113,racetrack,RECR,
1645,-20.16194,57.49889,934154,capital of a political entity,PPLC,Port Louis
1646,,,934292,independent political entity,PCLI,Port Louis
1647,-16.7,31.2,886843,first-order administrative division,ADM1,
1648,-20.53333,29.28502,891515,populated place,PPL,
1649,,,878675,independent political entity,PCLI,
1650,,,934292,independent political entity,PCLI,
1651,-20.3,57.48333,934166,first-order administrative division,ADM1,"Plaines Wilhelms, Port Louis"
1652,-20.2175,57.4725,934165,stream,STM,"Plaines Wilhelms, Port Louis"
1653,-20.24494,57.49163,1106748,populated place,PPL,EbÍÎne
1654,-20.22473,57.49658,8533108,radio station,STNR,EbÍÎne
1655,13.51366,2.1098,2440485,capital of a political entity,PPLC,Niamey University
1656,,,2440476,independent political entity,PCLI,
1657,,,2440476,independent political entity,PCLI,
1658,,,2440476,independent political entity,PCLI,
1659,,,2440476,independent political entity,PCLI,
1660,,,2440476,independent political entity,PCLI,
1661,,,2440476,independent political entity,PCLI,
1662,,,2440476,independent political entity,PCLI,
1663,,,2440476,independent political entity,PCLI,
1664,-25.96553,32.58322,1040652,capital of a political entity,PPLC,
1665,,,2440476,independent political entity,PCLI,
1666,13.51366,2.1098,2440485,capital of a political entity,PPLC,
1667,,,2440476,independent political entity,PCLI,
1668,,,878675,independent political entity,PCLI,
1669,-11.70216,43.25506,921772,capital of a political entity,PPLC,
1670,-12.25,44.41667,922001,first-order administrative division,ADM1,Anjouan
1671,-12.25,44.41667,922000,island,ISL,Anjouan
1672,14.93152,-23.51254,3374333,capital of a political entity,PPLC,Monte Vaca
1673,15.08737,-23.62576,3374199,island,ISL,Monte Vaca
1674,,,878675,independent political entity,PCLI,
1675,,,932692,independent political entity,PCLI,
1676,-29.31667,27.48333,932505,capital of a political entity,PPLC,
1677,,,932692,independent political entity,PCLI,
1678,,,932692,independent political entity,PCLI,
1679,,,932692,independent political entity,PCLI,
1680,,,932692,independent political entity,PCLI,
1681,-29.31667,27.48333,932505,capital of a political entity,PPLC,
1682,,,932692,independent political entity,PCLI,
1683,,,1036973,independent political entity,PCLI,Maputo
1684,,,1036973,independent political entity,PCLI,
1685,-25.86833,32.56944,1106296,section of populated place,PPLX,"Zimpeto, Maputo"
1686,-18.01274,31.07555,1106542,populated place,PPL,"Chitungwiza Central Hospital, Zimbabwe"
1687,-17.82772,31.05337,890299,capital of a political entity,PPLC,"Chitungwiza Central Hospital, Zimbabwe"
1688,-19.0,32.41667,887358,first-order administrative division,ADM1,"Arda Transau, Manicaland, Zimbabwe"
1689,-18.96167,32.40557,883183,populated place,PPL,"Arda Transau, Manicaland, Zimbabwe"
1690,8.484,-13.22994,2409306,capital of a political entity,PPLC,
1691,8.484,-13.22994,2409306,capital of a political entity,PPLC,
1692,8.4351,-13.21793,2404377,populated place,PPL,Freetown
1693,8.76609,-12.78696,2404433,populated place,PPL,Freetown
1694,8.43194,-13.28972,2408770,populated place,PPL,Freetown
1695,8.484,-13.22994,2409306,capital of a political entity,PPLC,Freetown
1696,8.75733,-12.79258,2410409,stream,STM,Freetown
1697,8.43194,-13.28972,2408770,populated place,PPL,Freetown
1698,8.484,-13.22994,2409306,capital of a political entity,PPLC,Freetown
1699,-17.93181,31.09285,1106437,airport,AIRP,Harare International Airport; Victoria Falls International Airport
1700,-18.09588,25.83901,6297107,airport,AIRP,Harare International Airport; Victoria Falls International Airport
1701,,,878675,independent political entity,PCLI,
1702,,,878675,independent political entity,PCLI,
1703,-29.31667,27.48333,932505,capital of a political entity,PPLC,National Assembly
1704,,,932692,independent political entity,PCLI,
1705,-29.31667,27.48333,932505,capital of a political entity,PPLC,"National Convention Center, Maseru City"
1706,,,878675,independent political entity,PCLI,
1707,,,878675,independent political entity,PCLI,
1708,-17.82772,31.05337,890299,capital of a political entity,PPLC,"Harare, Bulawayo, Chitungwiza and Chinhoyi"
1709,,,2233387,independent political entity,PCLI,
1710,14.15,34.3333,379553,populated place,PPL,"Faw, Qedarif"
1711,,,2372248,independent political entity,PCLI,
1712,3.86667,11.51667,2220957,capital of a political entity,PPLC,
1713,7.32765,13.58472,2224827,seat of a first-order administrative division,PPLA,
1714,10.59095,14.31593,2228373,seat of a first-order administrative division,PPLA,
1715,9.30143,13.39771,2231320,seat of a first-order administrative division,PPLA,
1716,2.9,11.15,2232283,seat of a first-order administrative division,PPLA,
1717,4.04827,9.70428,2232593,seat of a first-order administrative division,PPLA,
1718,4.1527,9.241,2233410,seat of a first-order administrative division,PPLA,
1719,4.57728,13.68459,2234359,seat of a first-order administrative division,PPLA,
1720,5.9597,10.14597,2234974,seat of a first-order administrative division,PPLA,
1721,5.47775,10.41759,2235189,seat of a first-order administrative division,PPLA,
1722,,,2233387,independent political entity,PCLI,
1723,,,2440476,independent political entity,PCLI,
1724,3.86667,11.51667,2220957,capital of a political entity,PPLC,
1725,4.04827,9.70428,2232593,seat of a first-order administrative division,PPLA,
1726,3.9075,11.53889,8449637,hospital,HSP,
1727,3.86667,11.51667,2220957,capital of a political entity,PPLC,Yaounde
1728,3.86667,11.51667,2220957,capital of a political entity,PPLC,Yaounde
1729,9.53795,-13.67729,2422465,capital of a political entity,PPLC,Conakry
1730,-14.72278,34.36083,1025104,populated place,PPL,"Namacurra, Ulongue, and Guro"
1731,-17.49194,37.02889,1034311,populated place,PPL,"Namacurra, Ulongue, and Guro"
1732,-17.42167,33.35444,1045514,populated place,PPL,"Namacurra, Ulongue, and Guro"
1733,-16.964,33.569,7874045,second-order administrative division,ADM2,"Namacurra, Ulongue, and Guro"
1734,-3.3822,29.3644,425378,capital of a political entity,PPLC,Bujumbura
1735,,,3355338,independent political entity,PCLI,
1736,-5.2,38.28333,149595,first-order administrative division,ADM1,
1737,-5.75,34.66667,149876,first-order administrative division,ADM1,
1738,-7.91667,37.25,153214,first-order administrative division,ADM1,
1739,-3.75,37.63333,157449,first-order administrative division,ADM1,
1740,-7.85,35.55,159067,first-order administrative division,ADM1,
1741,-5.91667,35.91667,160192,first-order administrative division,ADM1,
1742,-6.83523,39.19597,160260,first-order administrative division,ADM1,
1743,-3.0,36.0,161322,first-order administrative division,ADM1,
1744,-3.2,31.9,8469239,first-order administrative division,ADM1,
1745,-2.63861,30.46778,158684,populated place,PPL,
1746,-2.385,30.78583,150387,populated place,PPL,
1747,-2.63194,31.30889,161154,populated place,PPL,
1748,-4.06667,37.73333,150276,populated place,PPL,
1749,-2.66667,32.65,150103,populated place,PPL,
1750,-3.05,32.6,151057,populated place,PPL,
1751,-6.33333,37.41667,152402,populated place,PPL,
1752,-5.42526,38.97473,150793,populated place,PPL,
1753,-8.6,35.28333,152699,populated place,PPL,
1754,-6.35,36.48333,153094,populated place,PPL,
1755,-4.9,38.45,153612,populated place,PPL,
1756,-2.85,33.08333,153759,populated place,PPL,
1757,-3.85,35.53333,154313,populated place,PPL,
1758,-3.36667,32.26667,154342,populated place,PPL,
1759,-5.75,34.83333,154837,populated place,PPL,
1760,-4.78333,38.28333,155569,populated place,PPL,
1761,-5.15,38.48333,156479,populated place,PPL,
1762,-4.9,35.78333,156510,populated place,PPL,
1763,-5.86667,36.85,156811,populated place,PPL,
1764,-6.83333,36.98333,157403,populated place,PPL,
1765,-5.63333,37.6,157435,populated place,PPL,
1766,-3.83333,32.6,158597,populated place,PPL,
1767,-2.45,32.9,159216,populated place,PPL,
1768,-5.43333,38.01667,159675,populated place,PPL,
1769,-6.15,36.86667,159909,populated place,PPL,
